player,date,opponent,innings_pitched,actual_strikeouts,predicted_strikeouts,opponent_k_rate,recent_k9
Logan Gilbert,Mar 30,BOS,7.0,8,7.53,0.254,10.29
Logan Gilbert,Apr 5,MIL,5.666666666666667,7,6.9,0.237,10.66
Logan Gilbert,Apr 10,TOR,7.666666666666667,8,7.65,0.204,10.18
Logan Gilbert,Apr 16,CIN,6.666666666666667,6,6.59,0.244,9.67
Logan Gilbert,Apr 23,TEX,6.666666666666667,6,6.64,0.212,9.36
Logan Gilbert,Apr 28,ARI,6.333333333333333,9,8.3,0.201,9.82
Logan Gilbert,May 4,HOU,8.0,6,6.73,0.193,8.92
Logan Gilbert,May 9,MIN,4.0,4,4.71,0.213,8.81
Logan Gilbert,May 14,KCR,6.666666666666667,7,7.16,0.194,9.09
Logan Gilbert,May 20,NYY,6.0,1,4.16,0.212,7.84
Logan Gilbert,May 25,WSN,6.0,4,4.3,0.204,6.46
Logan Gilbert,May 30,HOU,6.0,5,4.96,0.193,6.59
Logan Gilbert,Jun 5,OAK,7.0,5,5.43,0.249,6.25
Logan Gilbert,Jun 10,CHW,6.666666666666667,8,6.94,0.239,6.54
Logan Gilbert,Jun 16,TEX,8.0,9,8.36,0.212,8.29
Logan Gilbert,Jun 22,MIA,8.0,6,7.41,0.233,8.33
Logan Gilbert,Jun 28,MIN,6.0,3,3.76,0.213,7.82
Logan Gilbert,Jul 3,BAL,5.333333333333333,6,6.4,0.22,8.47
Logan Gilbert,Jul 9,SDP,7.666666666666667,7,6.63,0.177,7.97
Logan Gilbert,Jul 14,LAA,7.0,9,7.03,0.237,8.21
Logan Gilbert,Jul 23,LAA,6.666666666666667,8,7.3,0.237,9.09
Logan Gilbert,Jul 29,BOS,2.6666666666666665,4,5.14,0.254,10.43
Logan Gilbert,Aug 4,PHI,6.0,7,6.78,0.222,10.5
Logan Gilbert,Aug 10,NYM,7.0,6,6.75,0.224,10.43
Logan Gilbert,Aug 16,PIT,6.333333333333333,6,6.13,0.248,9.73
Logan Gilbert,Aug 21,LAD,4.666666666666667,7,6.5,0.214,10.12
Logan Gilbert,Aug 27,TBR,6.0,10,7.05,0.247,10.8
Logan Gilbert,Sep 2,OAK,6.0,9,8.17,0.249,11.4
Logan Gilbert,Sep 7,STL,8.0,10,9.2,0.216,12.19
Logan Gilbert,Sep 14,TEX,6.0,7,7.7,0.212,12.62
Logan Gilbert,Sep 19,NYY,5.333333333333333,9,8.58,0.212,12.93
Logan Gilbert,Sep 24,HOU,6.0,6,8.19,0.193,11.78
Logan Gilbert,Sep 29,OAK,5.666666666666667,7,7.66,0.249,11.32
Seth Lugo,Mar 30,MIN,6.0,4,4.32,0.213,6.0
Seth Lugo,Apr 4,CHW,6.666666666666667,3,3.69,0.239,4.97
Seth Lugo,Apr 10,HOU,6.0,2,3.31,0.193,4.34
Seth Lugo,Apr 15,CHW,7.0,4,4.43,0.239,4.56
Seth Lugo,Apr 21,BAL,5.333333333333333,1,1.73,0.22,4.06
Seth Lugo,Apr 26,DET,7.0,9,7.19,0.243,5.34
Seth Lugo,May 1,TOR,7.0,8,7.07,0.204,6.68
Seth Lugo,May 7,MIL,6.666666666666667,5,5.48,0.237,7.36
Seth Lugo,May 12,LAA,8.0,12,6.78,0.237,9.26
Seth Lugo,May 18,OAK,5.666666666666667,10,4.82,0.249,11.53
Seth Lugo,May 24,TBR,7.0,3,4.56,0.247,9.96
Seth Lugo,May 29,MIN,6.0,5,5.16,0.213,9.45
Seth Lugo,Jun 4,CLE,6.0,5,5.39,0.202,9.64
Seth Lugo,Jun 10,NYY,7.0,4,5.44,0.212,7.67
Seth Lugo,Jun 15,LAD,6.0,4,4.45,0.214,5.91
Seth Lugo,Jun 20,OAK,6.666666666666667,8,4.8,0.249,7.39
Seth Lugo,Jun 25,MIA,6.0,8,7.1,0.233,8.24
Seth Lugo,Jun 30,CLE,6.0,10,5.15,0.202,9.66
Seth Lugo,Jul 6,COL,6.0,5,4.95,0.268,10.27
Seth Lugo,Jul 13,BOS,5.0,6,4.23,0.254,11.22
Seth Lugo,Jul 21,CHW,9.0,6,5.22,0.239,9.84
Seth Lugo,Jul 27,CHC,6.333333333333333,2,3.23,0.223,8.07
Seth Lugo,Aug 1,DET,8.0,3,4.74,0.243,5.77
Seth Lugo,Aug 6,BOS,5.333333333333333,4,3.67,0.254,5.61
Seth Lugo,Aug 13,MIN,4.0,4,4.39,0.213,5.23
Seth Lugo,Aug 19,LAA,7.0,8,7.2,0.237,6.16
Seth Lugo,Aug 25,PHI,5.333333333333333,3,4.77,0.222,6.67
Seth Lugo,Aug 30,HOU,7.0,9,7.81,0.193,8.79
Seth Lugo,Sep 4,CLE,7.0,4,5.09,0.202,8.31
Seth Lugo,Sep 10,NYY,7.0,10,8.02,0.212,9.18
Seth Lugo,Sep 16,DET,4.666666666666667,4,4.66,0.243,8.71
Seth Lugo,Sep 22,SFG,7.0,5,6.13,0.24,8.82
Seth Lugo,Sep 28,ATL,2.0,3,3.94,0.241,8.46
Logan Webb,Mar 28,SDP,6.0,5,4.61,0.177,7.5
Logan Webb,Apr 2,LAD,3.6666666666666665,5,5.3,0.214,9.31
Logan Webb,Apr 7,SDP,7.0,3,3.81,0.177,7.02
Logan Webb,Apr 13,TBR,7.0,4,4.66,0.247,6.46
Logan Webb,Apr 18,ARI,7.0,5,4.65,0.201,6.46
Logan Webb,Apr 23,NYM,8.0,4,4.44,0.224,5.79
Logan Webb,Apr 30,BOS,3.6666666666666665,4,4.41,0.254,5.51
Logan Webb,May 5,PHI,4.0,6,5.41,0.222,6.98
Logan Webb,May 10,CIN,7.0,6,6.79,0.244,7.58
Logan Webb,May 15,LAD,6.0,5,4.47,0.214,7.85
Logan Webb,May 21,PIT,6.0,6,6.27,0.248,9.11
Logan Webb,May 26,NYM,7.0,8,7.43,0.224,9.3
Logan Webb,Jun 1,NYY,7.0,6,6.13,0.212,8.45
Logan Webb,Jun 7,TEX,7.0,6,6.26,0.212,8.45
Logan Webb,Jun 12,HOU,6.0,5,5.06,0.193,8.45
Logan Webb,Jun 18,CHC,7.0,5,5.69,0.223,7.94
Logan Webb,Jun 23,STL,6.0,8,7.27,0.216,8.18
Logan Webb,Jun 28,LAD,7.0,6,5.88,0.214,8.18
Logan Webb,Jul 4,ATL,7.0,6,6.28,0.241,8.18
Logan Webb,Jul 10,TOR,5.0,4,6.1,0.204,8.16
Logan Webb,Jul 20,COL,6.0,4,4.75,0.268,8.13
Logan Webb,Jul 25,LAD,5.0,4,4.26,0.214,7.2
Logan Webb,Jul 31,OAK,9.0,6,5.65,0.249,6.75
Logan Webb,Aug 5,WSN,5.666666666666667,4,4.07,0.204,6.46
Logan Webb,Aug 10,DET,7.0,8,6.96,0.243,7.16
Logan Webb,Aug 15,ATL,7.666666666666667,7,6.66,0.241,7.6
Logan Webb,Aug 21,CHW,8.0,6,6.27,0.239,7.47
Logan Webb,Aug 27,MIL,5.0,4,4.32,0.237,7.83
Logan Webb,Sep 1,MIA,6.0,4,4.42,0.233,7.75
Logan Webb,Sep 7,SDP,6.0,3,3.35,0.177,6.61
Logan Webb,Sep 13,SDP,4.0,4,4.07,0.177,6.52
Logan Webb,Sep 19,BAL,5.0,8,4.76,0.22,7.96
Logan Webb,Sep 24,ARI,6.0,3,3.98,0.201,7.33
Zack Wheeler,Mar 29,ATL,6.0,5,5.14,0.241,7.5
Zack Wheeler,Apr 3,CIN,6.0,10,9.34,0.244,11.25
Zack Wheeler,Apr 9,STL,7.0,5,5.73,0.216,9.47
Zack Wheeler,Apr 14,PIT,5.0,10,9.75,0.248,11.25
Zack Wheeler,Apr 20,CHW,7.333333333333333,8,8.03,0.239,10.91
Zack Wheeler,Apr 25,CIN,6.0,8,8.51,0.244,11.78
Zack Wheeler,May 1,LAA,5.0,6,6.45,0.237,10.98
Zack Wheeler,May 6,SFG,7.0,11,10.4,0.24,12.76
Zack Wheeler,May 12,MIA,4.0,2,6.68,0.233,10.74
Zack Wheeler,May 17,WSN,7.333333333333333,6,6.82,0.204,10.12
Zack Wheeler,May 23,TEX,7.0,5,5.24,0.212,8.9
Zack Wheeler,May 28,SFG,6.0,9,8.17,0.24,9.48
Zack Wheeler,Jun 3,MIL,7.0,6,5.46,0.237,8.04
Zack Wheeler,Jun 11,BOS,7.0,4,4.67,0.254,7.86
Zack Wheeler,Jun 16,BAL,4.333333333333333,4,4.48,0.22,8.04
Zack Wheeler,Jun 22,ARI,7.0,8,5.14,0.201,8.9
Zack Wheeler,Jun 27,MIA,6.666666666666667,5,5.07,0.233,7.59
Zack Wheeler,Jul 3,CHC,6.0,7,4.63,0.223,8.13
Zack Wheeler,Jul 9,LAD,5.0,7,6.74,0.214,9.62
Zack Wheeler,Jul 23,MIN,7.0,7,6.95,0.213,9.66
Zack Wheeler,Jul 29,NYY,5.0,6,6.27,0.212,9.71
Zack Wheeler,Aug 4,SEA,8.0,9,8.63,0.268,10.45
Zack Wheeler,Aug 9,ARI,6.0,8,7.47,0.201,10.74
Zack Wheeler,Aug 15,WSN,6.0,6,6.68,0.204,10.12
Zack Wheeler,Aug 20,ATL,6.0,8,7.93,0.241,10.74
Zack Wheeler,Aug 26,HOU,6.0,6,6.53,0.193,10.41
Zack Wheeler,Aug 31,ATL,7.0,7,7.32,0.241,10.16
Zack Wheeler,Sep 6,MIA,6.0,7,6.9,0.233,9.87
Zack Wheeler,Sep 11,TBR,6.0,9,8.83,0.247,10.74
Zack Wheeler,Sep 17,MIL,7.0,6,7.02,0.237,9.84
Zack Wheeler,Sep 22,NYM,7.0,8,6.79,0.224,10.09
Zack Wheeler,Sep 28,WSN,6.333333333333333,11,10.21,0.204,11.41
Aaron Nola,Mar 30,ATL,4.333333333333333,3,3.82,0.241,6.23
Aaron Nola,Apr 5,WSN,5.666666666666667,4,3.94,0.204,6.3
Aaron Nola,Apr 10,STL,6.0,3,3.42,0.216,5.62
Aaron Nola,Apr 15,COL,7.333333333333333,9,7.92,0.268,7.33
Aaron Nola,Apr 21,CHW,8.0,7,7.5,0.239,7.47
Aaron Nola,Apr 26,SDP,8.0,10,8.83,0.177,8.49
Aaron Nola,May 3,SFG,4.0,4,4.52,0.24,8.91
Aaron Nola,May 8,TOR,5.666666666666667,7,6.61,0.204,10.09
Aaron Nola,May 14,NYM,9.0,8,8.55,0.224,9.35
Aaron Nola,May 19,WSN,7.0,5,7.86,0.204,9.09
Aaron Nola,May 25,COL,6.0,5,5.58,0.268,8.24
Aaron Nola,May 31,STL,6.333333333333333,6,6.32,0.216,8.21
Aaron Nola,Jun 5,MIL,7.0,5,6.7,0.237,7.39
Aaron Nola,Jun 13,BOS,3.6666666666666665,2,2.86,0.254,6.9
Aaron Nola,Jun 18,SDP,6.0,6,5.93,0.177,7.45
Aaron Nola,Jun 24,DET,7.0,6,6.83,0.243,7.5
Aaron Nola,Jun 29,MIA,6.666666666666667,9,8.25,0.233,8.31
Aaron Nola,Jul 5,ATL,6.0,8,6.83,0.241,9.51
Aaron Nola,Jul 11,LAD,6.0,9,8.29,0.214,10.8
Aaron Nola,Jul 19,PIT,5.0,4,6.4,0.248,10.57
Aaron Nola,Jul 24,MIN,6.0,6,6.6,0.213,10.92
Aaron Nola,Jul 30,NYY,5.666666666666667,4,5.16,0.212,9.73
Aaron Nola,Aug 5,LAD,6.0,4,5.24,0.214,8.48
Aaron Nola,Aug 10,ARI,5.0,4,4.7,0.201,7.16
Aaron Nola,Aug 16,WSN,6.666666666666667,4,4.52,0.204,6.75
Aaron Nola,Aug 21,ATL,5.333333333333333,5,4.43,0.241,6.59
Aaron Nola,Aug 27,HOU,7.0,6,5.15,0.193,6.9
Aaron Nola,Sep 1,ATL,6.0,9,7.7,0.241,8.4
Aaron Nola,Sep 7,MIA,4.666666666666667,5,5.05,0.233,8.8
Aaron Nola,Sep 13,NYM,4.333333333333333,7,6.69,0.224,10.54
Aaron Nola,Sep 18,MIL,7.0,9,8.4,0.237,11.17
Aaron Nola,Sep 23,CHC,6.0,7,8.48,0.223,11.89
Aaron Nola,Sep 29,WSN,5.0,7,6.63,0.204,11.67
Corbin Burnes,Mar 28,LAA,6.0,11,9.01,0.237,16.5
Corbin Burnes,Apr 3,KCR,5.666666666666667,3,3.87,0.194,10.8
Corbin Burnes,Apr 9,BOS,7.0,6,6.11,0.254,9.64
Corbin Burnes,Apr 14,MIL,5.0,5,5.79,0.237,9.51
Corbin Burnes,Apr 20,KCR,5.666666666666667,4,3.88,0.194,8.9
Corbin Burnes,Apr 26,OAK,6.0,6,5.71,0.249,7.36
Corbin Burnes,May 1,NYY,6.0,6,6.21,0.212,8.19
Corbin Burnes,May 7,WSN,6.333333333333333,6,6.08,0.204,8.38
Corbin Burnes,May 13,TOR,6.0,2,5.62,0.204,7.2
Corbin Burnes,May 19,SEA,6.0,11,6.43,0.268,9.2
Corbin Burnes,May 24,CHW,6.0,6,5.97,0.239,9.2
Corbin Burnes,May 29,BOS,7.0,5,5.11,0.254,8.62
Corbin Burnes,Jun 4,TOR,7.0,5,5.58,0.204,8.16
Corbin Burnes,Jun 10,TBR,7.0,6,5.92,0.247,9.0
Corbin Burnes,Jun 16,PHI,6.0,7,6.3,0.222,7.91
Corbin Burnes,Jun 22,HOU,7.0,5,3.98,0.193,7.41
Corbin Burnes,Jun 27,TEX,7.0,5,5.25,0.212,7.41
Corbin Burnes,Jul 4,SEA,6.0,6,5.81,0.268,7.91
Corbin Burnes,Jul 10,CHC,6.0,5,5.26,0.223,7.88
Corbin Burnes,Jul 19,TEX,6.0,6,5.77,0.212,7.59
Corbin Burnes,Jul 25,MIA,7.333333333333333,5,4.99,0.233,7.52
Corbin Burnes,Jul 30,TOR,6.666666666666667,7,6.44,0.204,8.16
Corbin Burnes,Aug 4,CLE,5.0,4,4.3,0.202,7.84
Corbin Burnes,Aug 10,TBR,6.0,5,5.35,0.247,7.84
Corbin Burnes,Aug 16,BOS,4.0,7,4.83,0.254,8.69
Corbin Burnes,Aug 22,HOU,5.666666666666667,2,2.86,0.193,8.23
Corbin Burnes,Aug 28,LAD,5.0,4,4.72,0.214,7.71
Corbin Burnes,Sep 2,CHW,5.0,4,4.3,0.239,7.71
Corbin Burnes,Sep 8,TBR,6.0,3,3.95,0.247,7.01
Corbin Burnes,Sep 14,DET,7.0,7,3.9,0.243,6.28
Corbin Burnes,Sep 20,DET,7.0,8,4.9,0.243,7.8
Corbin Burnes,Sep 26,NYY,5.0,9,7.85,0.212,9.3
JosÃ© BerrÃ­os,Mar 28,TBR,6.0,6,5.92,0.247,9.0
JosÃ© BerrÃ­os,Apr 2,HOU,6.0,2,1.96,0.193,6.0
JosÃ© BerrÃ­os,Apr 8,SEA,6.666666666666667,6,6.63,0.268,6.75
JosÃ© BerrÃ­os,Apr 14,COL,7.0,7,6.59,0.268,7.36
JosÃ© BerrÃ­os,Apr 20,SDP,6.0,6,4.79,0.177,7.67
JosÃ© BerrÃ­os,Apr 25,KCR,5.0,1,1.5,0.194,6.46
JosÃ© BerrÃ­os,Apr 30,KCR,7.0,3,2.72,0.194,6.54
JosÃ© BerrÃ­os,May 7,PHI,3.6666666666666665,7,6.41,0.222,7.53
JosÃ© BerrÃ­os,May 13,BAL,7.0,4,4.06,0.22,6.59
JosÃ© BerrÃ­os,May 20,CHW,6.0,6,4.47,0.239,6.59
JosÃ© BerrÃ­os,May 25,DET,7.0,5,5.42,0.243,7.34
JosÃ© BerrÃ­os,May 31,PIT,7.0,5,5.48,0.248,7.92
JosÃ© BerrÃ­os,Jun 5,BAL,6.0,2,3.6,0.22,6.0
JosÃ© BerrÃ­os,Jun 10,MIL,5.666666666666667,4,4.42,0.237,6.25
JosÃ© BerrÃ­os,Jun 16,CLE,6.0,1,1.83,0.202,4.83
JosÃ© BerrÃ­os,Jun 22,CLE,5.0,3,1.28,0.202,4.55
JosÃ© BerrÃ­os,Jun 27,NYY,7.0,8,6.89,0.212,5.46
JosÃ© BerrÃ­os,Jul 2,HOU,5.0,1,1.8,0.193,5.34
JosÃ© BerrÃ­os,Jul 7,SEA,6.0,10,8.33,0.268,7.14
JosÃ© BerrÃ­os,Jul 13,ARI,4.0,0,1.26,0.201,7.33
JosÃ© BerrÃ­os,Jul 23,TBR,4.666666666666667,5,5.18,0.247,8.1
JosÃ© BerrÃ­os,Jul 28,TEX,7.0,5,5.68,0.212,7.09
JosÃ© BerrÃ­os,Aug 3,NYY,5.0,6,6.04,0.212,8.78
JosÃ© BerrÃ­os,Aug 9,OAK,7.0,8,7.1,0.249,7.81
JosÃ© BerrÃ­os,Aug 14,LAA,7.0,5,5.61,0.237,8.51
JosÃ© BerrÃ­os,Aug 20,CIN,7.0,7,6.25,0.244,8.45
JosÃ© BerrÃ­os,Aug 26,BOS,7.666666666666667,6,6.14,0.254,8.55
JosÃ© BerrÃ­os,Aug 31,MIN,6.0,5,5.06,0.213,8.05
JosÃ© BerrÃ­os,Sep 7,ATL,6.0,5,4.92,0.241,7.49
JosÃ© BerrÃ­os,Sep 14,STL,7.0,4,5.82,0.216,7.22
JosÃ© BerrÃ­os,Sep 20,TBR,6.0,6,6.06,0.247,7.16
JosÃ© BerrÃ­os,Sep 27,MIA,3.0,4,4.32,0.233,7.71
George Kirby,Mar 29,BOS,6.666666666666667,8,7.69,0.254,10.8
George Kirby,Apr 3,CLE,3.6666666666666665,2,3.2,0.202,8.71
George Kirby,Apr 9,TOR,4.0,3,3.24,0.204,8.16
George Kirby,Apr 15,CIN,6.0,6,6.13,0.244,8.41
George Kirby,Apr 21(1),COL,5.0,7,6.29,0.268,9.24
George Kirby,Apr 27,ARI,7.0,12,9.69,0.201,10.52
George Kirby,May 3,HOU,6.0,3,4.02,0.193,9.96
George Kirby,May 8,MIN,5.0,4,4.24,0.213,9.93
George Kirby,May 13,KCR,7.0,6,5.84,0.194,9.6
George Kirby,May 19,BAL,6.0,3,5.35,0.22,8.13
George Kirby,May 24,WSN,6.0,3,3.85,0.204,5.7
George Kirby,May 29,HOU,6.0,8,7.13,0.193,7.2
George Kirby,Jun 4,OAK,5.0,9,7.03,0.249,8.7
George Kirby,Jun 9,KCR,7.0,4,4.63,0.194,8.1
George Kirby,Jun 15,TEX,6.0,6,6.16,0.212,9.0
George Kirby,Jun 21,MIA,7.0,5,6.02,0.233,9.29
George Kirby,Jun 26,TBR,6.0,7,6.85,0.247,9.0
George Kirby,Jul 2,BAL,6.333333333333333,5,6.07,0.22,7.52
George Kirby,Jul 7,TOR,6.0,8,7.3,0.204,8.9
George Kirby,Jul 13,LAA,6.0,7,5.95,0.237,9.19
George Kirby,Jul 20,HOU,6.0,6,5.73,0.193,9.79
George Kirby,Jul 26,CHW,7.0,7,6.09,0.239,9.48
George Kirby,Jul 31,BOS,5.333333333333333,2,4.3,0.254,8.9
George Kirby,Aug 7,DET,5.0,7,6.05,0.243,8.9
George Kirby,Aug 13,DET,3.6666666666666665,5,5.04,0.243,9.0
George Kirby,Aug 18,PIT,6.0,5,5.74,0.248,8.67
George Kirby,Aug 24,SFG,4.666666666666667,3,4.79,0.24,8.03
George Kirby,Aug 30,LAA,5.666666666666667,2,3.21,0.237,7.92
George Kirby,Sep 4,OAK,6.0,9,7.84,0.249,8.31
George Kirby,Sep 10,SDP,5.0,4,4.45,0.177,7.57
George Kirby,Sep 15,TEX,7.0,3,4.02,0.212,6.67
George Kirby,Sep 20,TEX,6.0,4,4.13,0.212,6.67
George Kirby,Sep 25,HOU,6.0,6,5.54,0.193,7.8
Tarik Skubal,Mar 28,CHW,6.0,6,5.69,0.239,9.0
Tarik Skubal,Apr 5,OAK,6.333333333333333,9,8.84,0.249,10.95
Tarik Skubal,Apr 12,MIN,5.0,5,5.79,0.213,10.38
Tarik Skubal,Apr 17,TEX,6.333333333333333,6,6.2,0.212,9.89
Tarik Skubal,Apr 22,TBR,6.0,9,8.77,0.247,10.62
Tarik Skubal,Apr 28,KCR,7.0,6,5.76,0.194,10.27
Tarik Skubal,May 5,NYY,6.0,12,9.94,0.212,11.27
Tarik Skubal,May 11,HOU,6.333333333333333,7,6.63,0.193,11.37
Tarik Skubal,May 17,ARI,6.0,6,8.25,0.201,11.49
Tarik Skubal,May 22,KCR,5.0,6,7.42,0.194,10.98
Tarik Skubal,May 29(1),PIT,7.0,8,8.19,0.248,11.57
Tarik Skubal,Jun 3,TEX,6.0,6,6.11,0.212,9.79
Tarik Skubal,Jun 9,MIL,6.666666666666667,10,8.68,0.237,10.57
Tarik Skubal,Jun 14,HOU,6.333333333333333,2,3.56,0.193,9.29
Tarik Skubal,Jun 19,ATL,4.0,7,6.7,0.241,9.9
Tarik Skubal,Jun 25,PHI,7.0,7,6.49,0.222,9.6
Tarik Skubal,Jul 2,MIN,6.0,7,6.8,0.213,9.9
Tarik Skubal,Jul 7,CIN,7.0,13,8.37,0.244,10.68
Tarik Skubal,Jul 12,LAD,6.0,8,7.91,0.214,12.6
Tarik Skubal,Jul 22,CLE,7.0,6,7.24,0.202,11.18
Tarik Skubal,Jul 27,MIN,7.0,8,8.15,0.213,11.45
Tarik Skubal,Aug 2,KCR,6.333333333333333,8,7.74,0.194,11.61
Tarik Skubal,Aug 7,SEA,7.0,9,8.99,0.268,10.53
Tarik Skubal,Aug 13,SEA,6.0,9,8.04,0.268,10.8
Tarik Skubal,Aug 18,NYY,6.0,5,7.03,0.212,10.86
Tarik Skubal,Aug 24,CHW,5.0,8,8.19,0.239,11.57
Tarik Skubal,Aug 31,BOS,8.0,8,8.02,0.254,10.97
Tarik Skubal,Sep 6,OAK,5.666666666666667,7,8.87,0.249,10.86
Tarik Skubal,Sep 12,COL,6.0,6,6.5,0.268,9.98
Tarik Skubal,Sep 18,KCR,5.0,7,7.48,0.194,10.92
Tarik Skubal,Sep 24,TBR,7.0,7,6.88,0.247,9.95
Dylan Cease,Mar 30,SFG,4.666666666666667,6,5.69,0.24,11.57
Dylan Cease,Apr 5,SFG,6.0,7,7.48,0.24,10.97
Dylan Cease,Apr 10,CHC,6.0,7,7.01,0.223,10.8
Dylan Cease,Apr 16,MIL,6.0,7,6.79,0.237,10.72
Dylan Cease,Apr 22,COL,7.0,8,8.86,0.268,10.62
Dylan Cease,Apr 27,PHI,6.0,5,5.85,0.222,9.87
Dylan Cease,May 3,ARI,6.666666666666667,8,8.36,0.201,9.95
Dylan Cease,May 8,CHC,7.0,12,10.69,0.223,11.02
Dylan Cease,May 14,COL,5.666666666666667,8,5.99,0.268,11.41
Dylan Cease,May 20(1),ATL,4.0,5,5.19,0.241,11.66
Dylan Cease,May 25,NYY,6.666666666666667,9,8.79,0.212,12.6
Dylan Cease,May 31,KCR,5.333333333333333,5,4.96,0.194,12.24
Dylan Cease,Jun 5,LAA,6.0,6,6.5,0.237,10.73
Dylan Cease,Jun 10,OAK,6.0,8,7.56,0.249,10.61
Dylan Cease,Jun 16,NYM,3.6666666666666665,5,5.05,0.224,10.73
Dylan Cease,Jun 21,MIL,4.666666666666667,10,5.36,0.237,11.92
Dylan Cease,Jun 26,WSN,7.0,9,8.97,0.204,12.51
Dylan Cease,Jul 2,TEX,3.6666666666666665,5,4.68,0.212,13.32
Dylan Cease,Jul 7,ARI,7.0,8,8.57,0.201,12.81
Dylan Cease,Jul 13,ATL,6.0,11,7.64,0.241,13.66
Dylan Cease,Jul 20,CLE,7.0,10,9.41,0.202,12.62
Dylan Cease,Jul 25,WSN,9.0,9,9.16,0.204,11.85
Dylan Cease,Jul 31,LAD,5.666666666666667,6,5.8,0.214,11.42
Dylan Cease,Aug 6,PIT,1.0,2,3.45,0.248,11.93
Dylan Cease,Aug 11,MIA,5.0,5,5.04,0.233,10.41
Dylan Cease,Aug 17,COL,5.666666666666667,5,5.06,0.268,9.23
Dylan Cease,Aug 22,NYM,6.333333333333333,7,8.62,0.224,9.51
Dylan Cease,Aug 27,STL,4.333333333333333,4,4.33,0.216,9.27
Dylan Cease,Sep 1,TBR,5.0,4,4.03,0.247,8.54
Dylan Cease,Sep 7,SFG,6.0,4,5.61,0.24,7.9
Dylan Cease,Sep 13,SFG,6.0,10,8.41,0.24,9.43
Dylan Cease,Sep 18,HOU,8.333333333333334,5,7.22,0.193,8.19
Dylan Cease,Sep 25,LAD,5.0,4,4.33,0.214,8.01
Jake Irvin,Mar 31,CIN,5.0,4,4.57,0.244,7.2
Jake Irvin,Apr 6,PHI,6.0,5,4.86,0.222,7.36
Jake Irvin,Apr 12,OAK,6.0,5,4.96,0.249,7.41
Jake Irvin,Apr 17,LAD,6.0,6,4.96,0.214,7.83
Jake Irvin,Apr 24,LAD,4.666666666666667,3,3.81,0.214,7.48
Jake Irvin,Apr 29,MIA,6.0,3,3.6,0.233,6.91
Jake Irvin,May 4,TOR,5.0,4,3.98,0.204,6.83
Jake Irvin,May 11,BOS,7.0,6,5.63,0.254,6.91
Jake Irvin,May 17,PHI,5.0,2,4.0,0.222,5.86
Jake Irvin,May 22,MIN,6.333333333333333,6,4.15,0.213,6.44
Jake Irvin,May 28,ATL,6.0,10,7.85,0.241,8.59
Jake Irvin,Jun 2,CLE,6.0,6,5.66,0.202,8.9
Jake Irvin,Jun 7,ATL,6.0,4,6.04,0.241,8.59
Jake Irvin,Jun 12,DET,6.0,5,5.69,0.243,9.2
Jake Irvin,Jun 18,ARI,5.0,2,2.85,0.201,8.38
Jake Irvin,Jun 23,COL,6.0,10,5.23,0.268,8.38
Jake Irvin,Jun 29,TBR,6.0,5,4.51,0.247,8.07
Jake Irvin,Jul 4,NYM,8.0,8,5.27,0.224,8.71
Jake Irvin,Jul 9,NYM,6.0,2,2.85,0.224,7.84
Jake Irvin,Jul 14,MIL,4.0,3,3.89,0.237,8.4
Jake Irvin,Jul 21,CIN,7.0,7,6.2,0.244,7.26
Jake Irvin,Jul 27,STL,5.333333333333333,5,4.61,0.216,7.42
Jake Irvin,Aug 2,MIL,5.666666666666667,4,3.99,0.237,6.75
Jake Irvin,Aug 7,SFG,5.0,4,4.02,0.24,7.67
Jake Irvin,Aug 13,BAL,6.0,3,4.02,0.22,7.14
Jake Irvin,Aug 18,PHI,6.0,5,4.57,0.222,6.75
Jake Irvin,Aug 24,ATL,5.333333333333333,3,5.23,0.241,6.11
Jake Irvin,Aug 30,CHC,4.666666666666667,6,4.8,0.223,7.0
Jake Irvin,Sep 5,PIT,5.0,4,4.19,0.248,7.0
Jake Irvin,Sep 11,ATL,6.0,5,5.22,0.241,7.67
Jake Irvin,Sep 16,NYM,7.333333333333333,5,4.94,0.224,7.31
Jake Irvin,Sep 22,CHC,4.0,3,4.92,0.223,7.67
Jake Irvin,Sep 29,PHI,4.333333333333333,3,3.73,0.222,6.75
Cole Ragans,Mar 28,MIN,6.0,9,8.38,0.213,13.5
Cole Ragans,Apr 3,BAL,6.333333333333333,7,6.91,0.22,11.68
Cole Ragans,Apr 9,HOU,5.0,5,5.6,0.193,10.9
Cole Ragans,Apr 14,NYM,6.0,8,8.0,0.224,11.19
Cole Ragans,Apr 20,BAL,1.6666666666666665,4,5.51,0.22,11.88
Cole Ragans,Apr 25,TOR,5.0,4,4.81,0.204,10.5
Cole Ragans,Apr 30,TOR,6.666666666666667,9,8.28,0.204,11.1
Cole Ragans,May 6,MIL,6.0,8,8.31,0.237,11.72
Cole Ragans,May 11,LAA,6.333333333333333,3,7.76,0.237,9.82
Cole Ragans,May 17,OAK,7.0,7,8.14,0.249,9.0
Cole Ragans,May 22,DET,6.0,12,10.22,0.243,10.97
Cole Ragans,May 28,MIN,5.0,7,6.92,0.213,10.98
Cole Ragans,Jun 2,SDP,6.0,6,6.28,0.177,10.38
Cole Ragans,Jun 9,SEA,6.0,9,8.75,0.268,12.3
Cole Ragans,Jun 14,LAD,7.0,4,6.0,0.214,11.4
Cole Ragans,Jun 19,OAK,6.0,7,7.79,0.249,9.9
