player,date,opponent,innings_pitched,actual_strikeouts,predicted_strikeouts,opponent_k_rate,recent_k9
Cal Quantrill,Jun 22,WSN,6.0,5,4.78,0.204,5.13
Cal Quantrill,Jun 29,CHW,5.333333333333333,8,2.95,0.239,7.24
Cal Quantrill,Jul 4,MIL,5.0,2,2.5,0.237,7.57
Cal Quantrill,Jul 9,CIN,2.0,4,3.51,0.244,8.49
Cal Quantrill,Jul 19,SFG,6.0,5,4.83,0.24,8.88
Cal Quantrill,Jul 24,BOS,6.0,3,3.46,0.254,8.14
Cal Quantrill,Jul 30,LAA,3.6666666666666665,4,3.21,0.237,7.15
Cal Quantrill,Aug 4,SDP,4.333333333333333,2,4.01,0.177,7.36
Cal Quantrill,Aug 16,SDP,5.0,5,4.32,0.177,6.84
Cal Quantrill,Aug 22,WSN,5.0,4,4.19,0.204,6.75
Cal Quantrill,Aug 27,MIA,5.666666666666667,2,2.76,0.233,6.46
Cal Quantrill,Sep 15,CHC,2.3333333333333335,2,2.29,0.223,6.04
Cal Quantrill,Sep 21,LAD,4.666666666666667,5,1.78,0.214,7.15
Cal Quantrill,Sep 27,LAD,3.3333333333333335,0,0.96,0.214,5.57
Zac Gallen,Mar 28,COL,5.0,3,4.88,0.268,5.4
Zac Gallen,Apr 2,NYY,6.0,6,5.73,0.212,7.36
Zac Gallen,Apr 8,COL,5.0,10,7.83,0.268,10.69
Zac Gallen,Apr 14,STL,6.0,7,6.91,0.216,10.64
Zac Gallen,Apr 20,SFG,5.0,6,6.12,0.24,10.67
Zac Gallen,Apr 26,SEA,5.0,3,4.39,0.268,10.67
Zac Gallen,May 7,CIN,6.0,6,6.14,0.244,10.67
Zac Gallen,May 12,BAL,6.0,4,4.25,0.22,8.36
Zac Gallen,May 18,DET,6.666666666666667,10,6.55,0.243,9.1
Zac Gallen,May 24,MIA,7.0,5,5.65,0.233,8.22
Zac Gallen,May 30,NYM,0.0,0,1.34,0.224,8.77
Zac Gallen,Jun 29,OAK,6.0,7,6.71,0.249,9.12
Zac Gallen,Jul 4,LAD,4.0,4,3.53,0.214,9.89
Zac Gallen,Jul 9,ATL,5.333333333333333,4,4.57,0.241,8.06
Zac Gallen,Jul 14,TOR,3.6666666666666665,1,2.19,0.204,7.58
Zac Gallen,Jul 20,CHC,5.0,4,3.97,0.223,7.5
Zac Gallen,Jul 26,PIT,6.0,6,5.69,0.248,7.12
Zac Gallen,Jul 31,WSN,6.0,6,5.84,0.204,7.27
Zac Gallen,Aug 5,CLE,7.0,4,4.42,0.202,6.83
Zac Gallen,Aug 10,PHI,4.333333333333333,3,3.77,0.222,7.31
Zac Gallen,Aug 17,TBR,5.0,3,4.07,0.247,6.99
Zac Gallen,Aug 24,BOS,6.0,9,4.42,0.254,7.94
Zac Gallen,Aug 30,LAD,5.0,7,5.87,0.214,8.56
Zac Gallen,Sep 4,SFG,6.0,8,7.46,0.24,10.25
Zac Gallen,Sep 10,TEX,5.0,7,6.77,0.212,11.33
Zac Gallen,Sep 15,MIL,5.0,7,8.06,0.237,12.67
Zac Gallen,Sep 20,MIL,5.0,5,6.34,0.237,11.77
Zac Gallen,Sep 25,SFG,6.0,11,9.67,0.24,12.67
Javier Assad,Apr 2,COL,6.0,5,4.79,0.268,7.5
Javier Assad,Apr 8,SDP,5.0,7,6.94,0.177,9.82
Javier Assad,Apr 14,SEA,5.666666666666667,6,6.04,0.268,9.72
Javier Assad,Apr 20(1),MIA,4.666666666666667,3,2.62,0.233,8.86
Javier Assad,Apr 25,HOU,5.666666666666667,5,5.01,0.193,8.67
Javier Assad,Apr 30,NYM,5.0,1,2.41,0.224,7.62
Javier Assad,May 5,MIL,6.0,4,4.12,0.237,6.33
Javier Assad,May 10,PIT,4.333333333333333,4,3.5,0.248,5.96
Javier Assad,May 15,ATL,6.0,7,4.74,0.241,7.0
Javier Assad,May 21,ATL,4.666666666666667,4,2.82,0.241,6.92
Javier Assad,May 26,STL,5.0,8,6.67,0.216,9.35
Javier Assad,May 31,CIN,5.333333333333333,7,6.52,0.244,10.66
Javier Assad,Jun 6,CIN,5.666666666666667,7,6.17,0.244,11.14
Javier Assad,Jun 12,TBR,4.666666666666667,4,4.31,0.247,10.66
Javier Assad,Jun 17,SFG,5.0,7,6.83,0.24,11.57
Javier Assad,Jun 23,NYM,4.333333333333333,0,0.87,0.224,9.0
Javier Assad,Jul 13(2),STL,2.3333333333333335,0,3.12,0.216,7.36
Javier Assad,Jul 22,MIL,3.3333333333333335,2,2.18,0.237,5.95
Javier Assad,Jul 28,KCR,6.0,5,4.64,0.194,6.0
Javier Assad,Aug 2,STL,4.0,3,2.96,0.216,4.5
Javier Assad,Aug 7,MIN,4.0,1,1.43,0.213,5.03
Javier Assad,Aug 13,CLE,4.666666666666667,2,2.45,0.202,5.32
Javier Assad,Aug 20,DET,5.666666666666667,7,4.71,0.243,6.66
Javier Assad,Aug 25,MIA,7.0,3,3.53,0.233,5.68
Javier Assad,Aug 31,WSN,6.0,4,4.18,0.204,5.6
Javier Assad,Sep 7,NYY,5.666666666666667,5,4.43,0.212,6.52
Javier Assad,Sep 13,COL,6.0,5,4.82,0.268,7.12
Javier Assad,Sep 19,WSN,5.0,5,3.74,0.204,6.67
Javier Assad,Sep 25,PHI,4.333333333333333,3,2.75,0.222,7.33
Matt Waldron,Apr 1,STL,4.0,7,4.06,0.216,15.75
Matt Waldron,Apr 7,SFG,5.333333333333333,5,5.22,0.24,11.57
Matt Waldron,Apr 13,LAD,5.0,4,4.06,0.214,10.05
Matt Waldron,Apr 19,TOR,4.666666666666667,2,3.09,0.204,8.53
Matt Waldron,Apr 24,COL,6.0,5,5.29,0.268,8.28
Matt Waldron,Apr 29,CIN,6.0,4,4.83,0.244,6.67
Matt Waldron,May 5,ARI,3.0,2,2.39,0.201,6.2
Matt Waldron,May 11,LAD,5.333333333333333,6,6.08,0.214,6.84
Matt Waldron,May 17,ATL,5.666666666666667,10,3.96,0.241,9.35
Matt Waldron,May 23,CIN,5.0,7,3.98,0.244,10.44
Matt Waldron,May 28,MIA,7.0,8,6.97,0.233,11.42
Matt Waldron,Jun 3,LAA,6.333333333333333,4,5.11,0.237,10.74
Matt Waldron,Jun 8,ARI,6.0,4,4.15,0.201,9.9
Matt Waldron,Jun 14,NYM,7.0,2,5.62,0.224,7.18
Matt Waldron,Jun 19,PHI,7.0,6,5.68,0.222,6.48
Matt Waldron,Jun 24,WSN,6.0,8,6.88,0.204,6.68
Matt Waldron,Jun 30,BOS,4.333333333333333,3,2.9,0.254,6.82
Matt Waldron,Jul 6,ARI,6.0,6,4.65,0.201,7.42
Matt Waldron,Jul 12,ATL,7.0,1,2.9,0.241,7.12
Matt Waldron,Jul 19,CLE,6.0,5,5.01,0.202,7.06
Matt Waldron,Jul 24,WSN,6.0,4,4.62,0.204,5.83
Matt Waldron,Jul 30,LAD,4.0,6,3.85,0.214,6.83
Matt Waldron,Aug 4,COL,5.666666666666667,7,6.5,0.268,7.22
Matt Waldron,Aug 10,MIA,4.333333333333333,5,4.41,0.233,9.35
Matt Waldron,Aug 16,COL,5.666666666666667,6,5.54,0.268,9.82
Matt Waldron,Aug 21,MIN,4.333333333333333,3,3.73,0.213,10.12
Matt Waldron,Sep 29,ARI,4.0,3,3.06,0.201,9.0
Garrett Crochet,Mar 28,DET,6.0,8,8.11,0.243,12.0
Garrett Crochet,Apr 2,ATL,7.0,8,8.58,0.241,11.08
Garrett Crochet,Apr 7,KCR,5.0,5,5.29,0.194,10.5
Garrett Crochet,Apr 13,CIN,4.666666666666667,10,8.94,0.244,12.31
Garrett Crochet,Apr 19,PHI,3.0,3,3.63,0.222,11.92
Garrett Crochet,Apr 24,MIN,4.0,6,5.37,0.213,12.17
Garrett Crochet,Apr 29,MIN,5.0,7,6.74,0.213,12.88
Garrett Crochet,May 5,STL,6.0,6,6.49,0.216,12.71
Garrett Crochet,May 10,CLE,6.0,11,7.75,0.202,12.38
Garrett Crochet,May 15,WSN,5.0,6,6.03,0.204,12.46
Garrett Crochet,May 21,TOR,6.0,4,5.09,0.204,10.93
Garrett Crochet,May 26,BAL,6.0,11,9.9,0.22,11.79
Garrett Crochet,Jun 1,MIL,6.0,8,7.71,0.237,12.41
Garrett Crochet,Jun 7,BOS,6.0,10,9.86,0.254,12.1
Garrett Crochet,Jun 13,SEA,7.0,13,10.04,0.268,13.35
Garrett Crochet,Jun 19,HOU,6.0,8,7.06,0.193,14.52
Garrett Crochet,Jun 24,LAD,5.666666666666667,6,6.26,0.214,13.21
Garrett Crochet,Jun 30,COL,7.0,11,9.96,0.268,13.64
Garrett Crochet,Jul 6,MIA,4.0,5,5.31,0.233,13.04
Garrett Crochet,Jul 12,PIT,2.0,4,3.89,0.248,12.41
Garrett Crochet,Jul 23,TEX,4.0,7,6.19,0.212,13.1
Garrett Crochet,Jul 28,SEA,3.0,3,4.61,0.268,13.5
Garrett Crochet,Aug 3,MIN,4.0,2,3.04,0.213,11.12
Garrett Crochet,Aug 9,CHC,2.3333333333333335,5,4.86,0.223,12.33
Garrett Crochet,Aug 16,HOU,4.0,9,5.86,0.193,13.5
Garrett Crochet,Aug 21,SFG,4.0,4,4.54,0.24,11.94
Garrett Crochet,Aug 27,TEX,0.0,0,1.96,0.212,12.56
Garrett Crochet,Sep 1,NYM,3.3333333333333335,8,6.51,0.224,17.12
Garrett Crochet,Sep 7,BOS,2.0,3,4.15,0.254,16.2
Garrett Crochet,Sep 13,OAK,4.0,4,6.34,0.249,12.83
Garrett Crochet,Sep 20,SDP,4.0,8,6.04,0.177,15.52
Garrett Crochet,Sep 27,DET,4.0,6,5.81,0.243,15.06
Nick Pivetta,Mar 29,SEA,6.0,10,9.04,0.268,15.0
Nick Pivetta,Apr 3,OAK,5.0,3,3.49,0.249,10.64
Nick Pivetta,May 8,ATL,4.0,1,2.03,0.241,8.4
Nick Pivetta,May 14,TBR,5.666666666666667,8,7.65,0.247,9.58
Nick Pivetta,May 19,STL,6.0,8,7.74,0.216,10.12
Nick Pivetta,May 25,MIL,3.3333333333333335,3,3.12,0.237,8.62
Nick Pivetta,May 30,DET,5.333333333333333,9,8.27,0.243,10.73
Nick Pivetta,Jun 5,ATL,7.0,9,8.8,0.241,12.18
Nick Pivetta,Jun 12,PHI,4.0,4,3.73,0.222,11.57
Nick Pivetta,Jun 17,TOR,7.0,4,7.26,0.204,9.79
Nick Pivetta,Jun 22,CIN,4.333333333333333,5,4.4,0.244,10.08
Nick Pivetta,Jun 26,TOR,6.0,10,7.8,0.204,10.16
Nick Pivetta,Jun 28,SDP,4.0,4,3.86,0.177,9.59
Nick Pivetta,Jul 4,MIA,7.0,10,8.31,0.233,10.48
Nick Pivetta,Jul 10,OAK,6.666666666666667,10,9.53,0.249,12.54
Nick Pivetta,Jul 19,LAD,6.0,8,8.32,0.214,12.74
Nick Pivetta,Jul 24,COL,2.6666666666666665,6,5.51,0.268,12.99
Nick Pivetta,Jul 29,SEA,6.666666666666667,10,9.46,0.268,13.66
Nick Pivetta,Aug 4,TEX,4.666666666666667,5,4.94,0.212,13.16
Nick Pivetta,Aug 15,BAL,5.0,6,5.01,0.22,12.6
Nick Pivetta,Aug 20,HOU,5.0,2,2.82,0.193,10.88
Nick Pivetta,Aug 31,DET,6.0,6,7.72,0.243,9.55
Nick Pivetta,Sep 6,CHW,6.0,6,7.03,0.239,8.44
Nick Pivetta,Sep 11,BAL,6.0,9,8.28,0.22,9.32
Nick Pivetta,Sep 17,TBR,4.666666666666667,6,5.06,0.247,9.43
Nick Pivetta,Sep 22(1),MIN,5.0,4,3.79,0.213,10.08
Nick Pivetta,Sep 27,TBR,6.666666666666667,6,7.01,0.247,9.85
Spencer Arrighetti,Apr 10,KCR,3.0,3,3.81,0.194,9.0
Spencer Arrighetti,Apr 15,ATL,4.0,5,5.32,0.241,10.29
Spencer Arrighetti,Apr 24,CHC,3.6666666666666665,7,6.62,0.223,12.66
Spencer Arrighetti,May 2,CLE,5.666666666666667,6,5.99,0.202,11.57
Spencer Arrighetti,May 8,NYY,5.0,4,4.57,0.212,10.55
Spencer Arrighetti,May 13,OAK,5.0,5,5.12,0.249,10.41
Spencer Arrighetti,May 19,MIL,6.333333333333333,6,6.13,0.237,9.82
Spencer Arrighetti,May 25,OAK,5.0,7,6.18,0.249,9.33
Spencer Arrighetti,May 30,SEA,6.0,8,5.36,0.268,9.88
Spencer Arrighetti,Jun 4,STL,3.0,4,4.67,0.216,10.66
Spencer Arrighetti,Jun 10,SFG,5.666666666666667,6,5.8,0.24,10.73
Spencer Arrighetti,Jun 15,DET,1.3333333333333333,2,2.21,0.243,11.57
Spencer Arrighetti,Jun 20,CHW,4.333333333333333,2,5.97,0.239,9.74
Spencer Arrighetti,Jun 26,COL,7.0,10,9.62,0.268,10.12
Spencer Arrighetti,Jul 2,TOR,4.0,5,5.5,0.204,10.07
Spencer Arrighetti,Jul 7,MIN,5.0,6,5.68,0.213,10.38
Spencer Arrighetti,Jul 13,TEX,6.0,7,7.18,0.212,10.25
Spencer Arrighetti,Jul 22,OAK,6.0,3,4.5,0.249,9.96
Spencer Arrighetti,Jul 28,LAD,6.0,8,7.19,0.214,9.67
Spencer Arrighetti,Aug 4,TBR,6.0,12,8.67,0.247,11.17
Spencer Arrighetti,Aug 10,BOS,7.0,13,11.81,0.254,12.48
Spencer Arrighetti,Aug 16,CHW,5.666666666666667,5,5.75,0.239,12.03
Spencer Arrighetti,Aug 22,BAL,6.0,6,7.81,0.22,12.91
Spencer Arrighetti,Aug 28,PHI,7.666666666666667,11,10.17,0.222,13.08
Spencer Arrighetti,Sep 4,CIN,0.6666666666666666,0,1.3,0.244,11.67
Spencer Arrighetti,Sep 10,OAK,6.666666666666667,7,6.83,0.249,9.79
Spencer Arrighetti,Sep 16,SDP,5.0,3,3.84,0.177,9.35
Spencer Arrighetti,Sep 22,LAA,6.0,6,6.67,0.237,9.35
Spencer Arrighetti,Sep 27,CLE,2.3333333333333335,4,3.69,0.202,8.71
Bailey Falter,Mar 31,MIA,4.0,2,4.14,0.233,4.5
Bailey Falter,Apr 6,BAL,6.0,1,1.85,0.22,2.7
Bailey Falter,Apr 12,PHI,5.0,3,3.36,0.222,3.6
Bailey Falter,Apr 17,NYM,5.0,4,4.05,0.224,4.5
Bailey Falter,Apr 23,MIL,7.0,8,6.72,0.237,6.0
Bailey Falter,Apr 29,OAK,5.0,5,4.78,0.249,6.75
Bailey Falter,May 5,COL,5.333333333333333,3,3.93,0.268,7.57
Bailey Falter,May 12,CHC,6.0,1,1.48,0.223,6.67
Bailey Falter,May 18,CHC,7.666666666666667,2,2.28,0.223,5.52
Bailey Falter,May 24,ATL,7.333333333333333,4,4.47,0.241,4.31
Bailey Falter,May 31,TOR,6.0,5,4.44,0.204,4.18
Bailey Falter,Jun 6,LAD,4.0,6,4.42,0.214,5.23
Bailey Falter,Jun 12,STL,4.0,5,2.32,0.216,6.83
Bailey Falter,Jun 18,CIN,7.0,3,3.99,0.244,7.31
Bailey Falter,Jun 24,CIN,4.0,2,2.65,0.244,7.56
Bailey Falter,Jun 30,ATL,5.0,5,4.47,0.241,7.88
Bailey Falter,Jul 6,NYM,2.0,2,1.9,0.224,6.95
Bailey Falter,Jul 30,HOU,5.333333333333333,3,2.84,0.193,5.79
Bailey Falter,Aug 6,SDP,2.0,1,1.3,0.177,6.38
Bailey Falter,Aug 11,LAD,4.0,2,2.26,0.214,6.38
Bailey Falter,Aug 17,SEA,5.666666666666667,8,6.54,0.268,7.58
Bailey Falter,Aug 23,CIN,5.0,4,3.41,0.244,7.36
Bailey Falter,Aug 30,CLE,4.0,2,1.92,0.202,7.4
Bailey Falter,Sep 5,WSN,5.0,3,3.04,0.204,7.23
Bailey Falter,Sep 11,MIA,7.333333333333333,5,5.49,0.233,7.33
Bailey Falter,Sep 17,STL,5.666666666666667,3,3.28,0.216,5.67
Bailey Falter,Sep 24,MIL,5.0,5,5.11,0.237,6.0
Bailey Falter,Sep 29,NYY,3.0,0,0.97,0.212,5.54
Nick Martinez,Mar 31,WSN,5.0,3,3.19,0.204,5.4
Nick Martinez,Apr 6,NYM,5.0,6,4.94,0.224,8.1
Nick Martinez,Apr 15,SEA,4.0,3,2.92,0.268,7.71
Nick Martinez,Apr 20,LAA,3.0,2,1.94,0.237,7.41
Nick Martinez,Apr 25,PHI,6.0,3,5.04,0.222,6.65
Nick Martinez,Apr 30,SDP,5.0,3,3.77,0.177,6.65
Nick Martinez,May 4,BAL,2.0,2,2.04,0.22,5.85
Nick Martinez,May 9,ARI,2.0,2,1.97,0.201,6.0
Nick Martinez,May 12,SFG,1.3333333333333333,1,1.27,0.24,6.06
Nick Martinez,May 16,LAD,5.0,4,3.98,0.214,7.04
Nick Martinez,May 22,SDP,4.666666666666667,2,2.24,0.177,6.6
Nick Martinez,May 26,LAD,4.333333333333333,3,2.74,0.214,6.23
Nick Martinez,Jun 2,CHC,2.0,3,2.5,0.223,6.75
Nick Martinez,Jun 5,COL,2.0,1,2.19,0.268,6.5
Nick Martinez,Jun 7,CHC,1.0,0,0.87,0.223,5.79
Nick Martinez,Jun 11,CLE,1.6666666666666665,2,1.83,0.202,7.36
Nick Martinez,Jun 14,MIL,1.0,1,1.1,0.237,8.22
Nick Martinez,Jun 16,MIL,1.6666666666666665,2,1.77,0.237,7.36
Nick Martinez,Jun 19,PIT,0.6666666666666666,1,1.07,0.248,9.0
Nick Martinez,Jun 21,BOS,1.0,1,2.18,0.254,10.5
Nick Martinez,Jun 23,BOS,1.0,3,2.34,0.254,13.5
Nick Martinez,Jun 28,STL,2.0,0,0.62,0.216,9.95
Nick Martinez,Jul 2,NYY,1.3333333333333333,0,0.24,0.212,7.5
Nick Martinez,Jul 4,NYY,2.0,0,0.4,0.212,4.91
Nick Martinez,Jul 7,DET,2.0,2,1.69,0.243,5.4
Nick Martinez,Jul 9,COL,1.3333333333333333,3,1.53,0.268,5.19
Nick Martinez,Jul 12,MIA,3.0,2,1.77,0.233,6.52
Nick Martinez,Jul 14,MIA,1.0,1,1.14,0.233,7.71
Nick Martinez,Jul 26,TBR,2.0,2,1.66,0.247,9.64
Nick Martinez,Jul 30,CHC,4.0,3,3.24,0.223,8.74
Nick Martinez,Aug 2,SFG,1.0,2,1.14,0.24,8.18
Nick Martinez,Aug 5,MIA,5.0,5,5.08,0.233,9.0
Nick Martinez,Aug 10,MIL,7.0,7,6.5,0.237,9.0
Nick Martinez,Aug 16,KCR,6.0,4,4.82,0.194,8.22
Nick Martinez,Aug 21,TOR,4.333333333333333,3,2.81,0.204,8.1
Nick Martinez,Aug 25,PIT,3.0,1,1.26,0.248,7.11
Nick Martinez,Aug 30(1),MIL,5.333333333333333,3,3.95,0.237,6.31
Nick Martinez,Sep 4,HOU,5.666666666666667,7,5.86,0.193,6.66
Nick Martinez,Sep 9,ATL,7.0,5,5.1,0.241,6.75
Nick Martinez,Sep 14,MIN,6.0,6,5.29,0.213,7.33
Nick Martinez,Sep 20,PIT,6.0,9,7.61,0.248,9.0
Nick Martinez,Sep 27,CHC,8.0,3,3.93,0.223,8.27
Gavin Stone,Mar 31,STL,5.0,6,3.63,0.216,10.8
Gavin Stone,Apr 7,CHC,3.0,5,4.64,0.223,12.38
Gavin Stone,Apr 13,SDP,6.666666666666667,4,4.15,0.177,9.2
Gavin Stone,Apr 20,NYM,3.3333333333333335,1,2.47,0.224,8.0
Gavin Stone,Apr 26,TOR,7.0,2,2.76,0.204,6.48
Gavin Stone,May 3,ATL,6.0,5,4.79,0.241,5.88
Gavin Stone,May 8,MIA,7.0,4,4.32,0.233,4.8
Gavin Stone,May 14,SFG,6.0,2,3.51,0.24,4.3
Gavin Stone,May 21,ARI,6.0,5,3.46,0.201,5.06
Gavin Stone,May 28(2),NYM,7.0,7,5.38,0.224,6.47
Gavin Stone,Jun 2,COL,5.0,6,5.66,0.268,6.97
Gavin Stone,Jun 8,NYY,5.666666666666667,6,3.0,0.212,7.89
Gavin Stone,Jun 14,KCR,7.0,3,3.44,0.194,7.92
Gavin Stone,Jun 20,COL,5.333333333333333,7,7.12,0.268,8.7
Gavin Stone,Jun 26,CHW,9.0,7,6.41,0.239,8.16
Gavin Stone,Jul 3,ARI,3.0,3,3.06,0.201,7.8
Gavin Stone,Jul 10,PHI,4.666666666666667,3,3.17,0.222,7.14
Gavin Stone,Jul 19,BOS,5.0,3,4.0,0.254,7.67
Gavin Stone,Jul 26,HOU,6.0,3,3.68,0.193,6.18
Gavin Stone,Aug 2,OAK,4.0,5,4.72,0.249,6.75
Gavin Stone,Aug 7,PHI,4.666666666666667,2,2.65,0.222,5.92
Gavin Stone,Aug 13,MIL,5.0,6,5.41,0.237,6.93
Gavin Stone,Aug 19,SEA,7.0,10,7.83,0.268,8.78
Gavin Stone,Aug 25,TBR,7.0,7,5.39,0.247,9.76
Gavin Stone,Aug 31,ARI,5.0,4,4.09,0.201,9.1
Taj Bradley,May 10,NYY,6.0,7,5.76,0.212,10.5
Taj Bradley,May 15,BOS,5.0,6,6.03,0.254,10.64
Taj Bradley,May 20,BOS,7.0,10,9.33,0.254,11.5
Taj Bradley,May 26,KCR,5.0,6,6.21,0.194,11.35
Taj Bradley,Jun 1,BAL,3.3333333333333335,3,3.89,0.22,10.94
Taj Bradley,Jun 8,BAL,5.0,7,6.73,0.22,11.37
Taj Bradley,Jun 13,CHC,7.0,11,10.71,0.223,12.18
Taj Bradley,Jun 19,MIN,6.0,3,4.01,0.213,10.25
Taj Bradley,Jun 24,SEA,5.333333333333333,8,5.59,0.268,10.8
Taj Bradley,Jun 30,WSN,5.666666666666667,11,9.43,0.204,12.41
Taj Bradley,Jul 6,TEX,6.0,5,5.13,0.212,11.4
Taj Bradley,Jul 12,CLE,7.0,8,8.06,0.202,10.5
Taj Bradley,Jul 20,NYY,7.0,5,6.14,0.212,10.74
Taj Bradley,Jul 25,TOR,6.0,7,5.71,0.204,10.23
Taj Bradley,Jul 31,MIA,5.0,6,5.68,0.233,9.0
Taj Bradley,Aug 7,STL,4.666666666666667,3,3.47,0.216,8.8
Taj Bradley,Aug 12,HOU,4.333333333333333,6,5.2,0.193,9.0
Taj Bradley,Aug 19,OAK,6.0,2,3.46,0.249,8.31
Taj Bradley,Aug 24,LAD,6.0,5,5.13,0.214,7.62
Taj Bradley,Aug 30,SDP,2.3333333333333335,2,3.11,0.177,6.94
Taj Bradley,Sep 5,MIN,7.0,10,8.26,0.213,8.77
Taj Bradley,Sep 10,PHI,6.0,6,4.92,0.222,8.23
Taj Bradley,Sep 15,CLE,4.333333333333333,6,5.37,0.202,10.17
Taj Bradley,Sep 21,TOR,5.0,4,5.74,0.204,10.22
Taj Bradley,Sep 27,BOS,6.0,7,6.31,0.254,10.48
Andrew Abbott,Apr 1,PHI,5.333333333333333,4,3.91,0.222,6.75
Andrew Abbott,Apr 7,NYM,5.0,4,4.02,0.224,6.97
Andrew Abbott,Apr 12,CHW,7.0,3,3.95,0.239,5.71
Andrew Abbott,Apr 17,SEA,6.0,6,5.37,0.268,6.56
Andrew Abbott,Apr 23,PHI,4.333333333333333,3,3.47,0.222,6.51
Andrew Abbott,Apr 28,TEX,5.333333333333333,7,5.75,0.212,7.48
Andrew Abbott,May 4,BAL,5.0,8,7.35,0.22,8.78
Andrew Abbott,May 10,SFG,5.0,2,3.46,0.24,9.12
Andrew Abbott,May 15,ARI,7.0,4,6.58,0.201,8.1
Andrew Abbott,May 21,SDP,7.0,2,3.03,0.177,7.06
Andrew Abbott,May 28,STL,6.0,3,2.98,0.216,5.7
Andrew Abbott,Jun 3,COL,6.0,6,5.32,0.268,4.94
Andrew Abbott,Jun 8,CHC,5.0,5,5.24,0.223,5.81
Andrew Abbott,Jun 15,MIL,5.0,3,3.6,0.237,5.9
Andrew Abbott,Jun 21,BOS,5.666666666666667,10,9.22,0.254,8.78
Andrew Abbott,Jun 27,STL,5.0,2,2.94,0.216,8.78
Andrew Abbott,Jul 3,NYY,6.333333333333333,2,4.47,0.212,7.33
Andrew Abbott,Jul 8,COL,7.0,8,7.42,0.268,7.76
Andrew Abbott,Jul 13,MIA,3.3333333333333335,4,5.08,0.233,8.56
Andrew Abbott,Jul 21,WSN,6.666666666666667,1,2.11,0.204,5.4
Andrew Abbott,Jul 27,TBR,4.0,2,2.67,0.247,5.6
Andrew Abbott,Aug 2,SFG,4.333333333333333,8,6.27,0.24,8.17
Andrew Abbott,Aug 7,MIA,5.0,7,5.6,0.233,8.49
Andrew Abbott,Aug 12,STL,6.666666666666667,6,4.33,0.216,8.1
Andrew Abbott,Aug 18,KCR,5.0,4,4.24,0.194,9.72
Tobias Myers,Apr 23,PIT,5.0,4,4.07,0.248,7.2
Tobias Myers,Apr 28,NYY,5.0,5,4.76,0.212,8.1
Tobias Myers,May 4,CHC,3.0,2,2.67,0.223,7.62
Tobias Myers,May 9,STL,4.0,6,5.38,0.216,9.0
Tobias Myers,May 21,MIA,1.0,2,2.44,0.233,9.5
Tobias Myers,May 26,BOS,4.333333333333333,4,4.01,0.254,9.87
Tobias Myers,May 31,CHW,4.333333333333333,4,4.43,0.239,9.72
Tobias Myers,Jun 7,DET,8.0,5,5.76,0.243,8.72
Tobias Myers,Jun 12,TOR,6.0,4,4.42,0.204,7.23
Tobias Myers,Jun 18,LAA,6.333333333333333,6,3.83,0.237,7.14
Tobias Myers,Jun 23,SDP,5.0,3,3.13,0.177,6.67
Tobias Myers,Jun 29,CHC,6.0,6,4.93,0.223,6.89
Tobias Myers,Jul 4,COL,6.0,5,6.13,0.268,7.36
Tobias Myers,Jul 10,PIT,8.0,6,6.25,0.248,7.47
Tobias Myers,Jul 22,CHC,5.333333333333333,6,4.81,0.223,7.71
Tobias Myers,Jul 28,MIA,4.0,5,4.72,0.233,8.59
Tobias Myers,Aug 4,WSN,5.0,2,2.95,0.204,7.62
Tobias Myers,Aug 10,CIN,7.333333333333333,9,7.2,0.244,8.49
Tobias Myers,Aug 15,LAD,5.666666666666667,1,2.89,0.214,7.57
Tobias Myers,Aug 21,STL,4.0,5,4.32,0.216,7.62
Tobias Myers,Aug 27,SFG,5.0,4,4.01,0.24,7.0
Tobias Myers,Sep 1,CIN,5.666666666666667,7,4.81,0.244,8.46
Tobias Myers,Sep 7,COL,6.0,11,8.79,0.268,9.57
Tobias Myers,Sep 14,ARI,6.0,3,3.97,0.201,10.12
Tobias Myers,Sep 19,ARI,4.0,5,4.51,0.201,10.12
Tobias Myers,Sep 24,PIT,4.0,2,3.32,0.248,9.82
Tobias Myers,Sep 28,NYM,4.0,5,4.74,0.224,9.75
Reynaldo LÃ³pez,Apr 2,CHW,6.0,5,5.13,0.239,7.5
Reynaldo LÃ³pez,Apr 9,NYM,6.0,6,5.84,0.224,8.25
Reynaldo LÃ³pez,Apr 16,HOU,6.0,7,6.6,0.193,9.0
Reynaldo LÃ³pez,Apr 24,MIA,7.0,6,6.23,0.233,8.64
Reynaldo LÃ³pez,Apr 30,SEA,5.0,7,7.25,0.268,9.3
Reynaldo LÃ³pez,May 7,BOS,5.333333333333333,5,5.18,0.254,9.51
Reynaldo LÃ³pez,May 13,CHC,5.0,4,5.06,0.223,9.21
Reynaldo LÃ³pez,May 20(1),SDP,6.333333333333333,4,5.03,0.177,8.16
Reynaldo LÃ³pez,May 25,PIT,4.666666666666667,3,6.67,0.248,7.86
Reynaldo LÃ³pez,May 31,OAK,6.0,8,5.63,0.249,7.9
Reynaldo LÃ³pez,Jun 6,WSN,6.0,7,6.6,0.204,8.36
Reynaldo LÃ³pez,Jun 13,BAL,6.0,8,5.18,0.22,9.31
Reynaldo LÃ³pez,Jun 19,DET,5.0,6,6.0,0.243,10.41
Reynaldo LÃ³pez,Jun 26(1),STL,5.0,5,5.93,0.216,10.93
